accel_mean,gyro_mean,accel_stddev,gyro_stddev,activity
13.270140330739478,3.4955833344194596,7.725961112305423,1.370863641006226,jogging
13.479065230702668,3.539642712255288,7.793653557370484,1.4049685663888518,jogging
13.242029379347715,3.5361737057060085,7.3716631076805275,1.4028672123108565,jogging
13.102495853424113,3.480285239805968,7.393475404874799,1.374293815511394,jogging
13.012587803717848,3.500481726414296,7.32688605323294,1.3860894162418738,jogging
13.063181647567694,3.4731765735661737,7.304084283557006,1.3790667308396931,jogging
12.912432568579769,3.4638108580998526,7.240513175182046,1.3734029034853408,jogging
12.620111321564858,3.485905206183794,7.185217504844891,1.3912660332008593,jogging
12.875505150320512,3.54855529904597,7.253525416662156,1.3795052933202239,jogging
12.926641069756148,3.5715281614423513,7.283140411868363,1.4095873276940134,jogging
12.973735265742025,3.6107248553799867,7.337679839265411,1.4044470753050677,jogging
13.077490666658791,3.6839555475934223,7.427699932908742,1.4236970414951693,jogging
13.117653946730846,3.695996460362419,7.435340525330666,1.4175038273255207,jogging
13.256670379953674,3.716136357549136,7.434698946635426,1.4322923343126073,jogging
13.461218022146292,3.7346124168694206,7.485626561698164,1.4400210705859222,jogging
13.482368752954857,3.748593153835822,7.472121949902643,1.4283784652926106,jogging
13.656712944545477,3.759579522962907,7.413628768439255,1.416120460314952,jogging
13.79343209998095,3.7873596585586453,7.280257840744949,1.3882806039815354,jogging
13.885371792873283,3.8136161570762397,7.179478635071252,1.3712280722960857,jogging
13.908358356094814,3.836529314536611,7.1552375594779924,1.364772888913972,jogging
13.859472528210699,3.847797170621466,7.20413927851092,1.362048827066811,jogging
13.584672920649934,3.862593972513367,7.2544111323490394,1.346348549205197,jogging
13.33591262571118,3.8307761083377803,7.263351307582873,1.3401763792129795,jogging
13.382364014305015,3.8149145323242823,7.23701926352284,1.3374853895476195,jogging
13.380597092860183,3.808094617201434,7.2353164212050665,1.3416163023551844,jogging
13.14716459597889,3.7567640966062155,7.1503624680028475,1.3728973972683238,jogging
13.244275089090484,3.7307297659149348,7.202566747090708,1.3726205888138574,jogging
13.33837322998437,3.735974801986744,7.177832294077325,1.3721192474273982,jogging
13.444277591445877,3.7603956037206445,7.159152226633363,1.3578612355748787,jogging
13.48610371106622,3.787948521864343,7.11020518834559,1.3107209085989129,jogging
13.482649398396978,3.751827509349938,7.113027462614341,1.357557671069144,jogging
13.598845642340414,3.6938850532221177,6.996917398368627,1.3808689087589336,jogging
13.699492685916603,3.656631763830488,6.8653433739338166,1.3823147423010689,jogging
13.691884766651189,3.6202686046787123,6.8730313882128025,1.3804456235551925,jogging
13.48644530946003,3.6062173289951955,6.966485100587835,1.3877089383456915,jogging
13.495904086888881,3.5482572787383777,6.9640606914081955,1.365855514548991,jogging
13.635820584670718,3.539453187581437,6.933799922409382,1.3683035864194353,jogging
13.362033818790708,3.5013764625177193,6.703162079068411,1.3707117972704732,jogging
13.368675337905064,3.5392578179533825,6.70961147007637,1.3874547499224426,jogging
13.633349667736978,3.5412953926542645,6.666772225507064,1.3888578246393724,jogging
13.847650225636622,3.539222546054764,6.679002572877963,1.389030726480363,jogging
13.82204161584522,3.5076852377979377,6.657522808471349,1.3910638152607366,jogging
13.604626942998463,3.5248241554155846,6.563926982334045,1.3645425951180605,jogging
13.592977815682014,3.4872280099736934,6.57340179465278,1.404867496362419,jogging
13.507051466868687,3.454478455893595,6.630211546225629,1.4258450614978306,jogging
13.426513367665263,3.4205116357496768,6.743678682270523,1.4360062900577895,jogging
