-9.866506,2.015917,-7.807492,-0.910102,0.786197,0.068214
-9.253590,2.829946,-6.217742,-0.473903,0.702794,-0.237684
-6.287174,2.624045,-4.213795,-0.154015,0.764214,-0.568231
-4.525042,3.593696,-1.929727,1.370549,-0.259001,-0.457382
-9.088390,6.004657,4.230554,3.318123,-1.959431,0.200512
-13.074736,0.560243,3.620032,-0.024914,2.935083,0.207707
-13.069947,-1.561020,3.926490,-1.023482,2.254671,-0.362522
-12.212823,-1.070209,3.191470,-1.350031,2.716184,-0.283915
-9.191341,1.036689,3.002328,-1.094227,2.859674,-0.372647
-7.026982,1.754949,3.270479,-0.550777,2.505013,-0.556906
-6.222531,-0.696713,4.027047,-0.693868,2.317690,-0.526396
-4.876989,-2.111686,4.137180,-1.402258,2.340605,-0.396096
-3.038242,-1.910573,3.907337,-2.308763,1.932252,-0.188921
-1.857901,-1.244985,3.076549,-2.577224,1.491789,0.085934
-0.962470,0.725443,1.951274,-2.601605,0.894780,0.251407
-1.460464,2.832340,0.169988,-2.109982,0.125104,0.096059
-4.302381,4.915296,-4.024653,0.186656,-1.685641,-0.588215
-10.328586,1.204283,-6.648699,0.286580,-2.122239,-0.525996
-16.766596,-0.512360,-9.299080,-0.372248,-1.155247,0.067548
-19.613300,-1.893814,-10.467450,-0.390367,0.066882,0.136561
-15.562311,0.392649,-8.741231,-0.612597,1.210805,-0.233154
-7.611168,2.236184,-6.737284,-0.974186,1.654465,-0.516537
-4.010288,3.469198,-0.222661,0.071145,-0.328947,-0.545715
-14.520834,2.669534,1.230619,2.003930,-1.989008,0.093794
-1.716643,-2.425327,4.249707,1.082103,-2.040835,-0.351197
-9.313445,-4.390966,5.092466,0.484695,-2.390967,-0.052892
-10.472239,-3.064579,3.718195,0.257136,-2.167805,0.132298
-10.534488,-0.679954,1.628057,-0.196382,-1.935316,0.057689
-9.004593,1.268926,0.895431,0.288445,-1.927189,0.008127
-8.406043,2.032677,1.118092,0.249941,-1.864704,0.155614
-9.500193,-1.496377,3.859453,1.439962,-1.437298,0.197848
-8.611944,-0.735020,-0.703896,1.370283,-1.721880,0.062751
-16.778566,-2.346318,-0.998383,1.205875,1.281018,-0.095660
-14.566323,-2.109292,-2.118869,0.454051,1.513506,-0.186257
-12.129026,-1.067814,1.003170,-0.996702,3.156647,-0.055957
-12.500127,-2.293646,6.792350,-0.863871,3.547947,-0.281784
-13.479356,-0.287305,3.612850,-1.850315,2.271592,-0.375179
-13.081918,-0.287305,2.975992,-2.000333,2.656497,-0.082336
-8.130709,0.612915,4.197035,-1.042667,2.570962,-0.473237
-6.385336,-0.067038,4.089296,-0.742231,2.153282,-0.670153
-2.628834,4.551377,-2.221820,-0.351463,-1.242780,-0.377044
-9.301474,0.047884,-4.917691,-0.695733,-1.926656,-0.716650
-15.840039,3.117250,-7.829040,-1.677514,-1.016953,-0.165473
-18.459295,2.432508,-11.774684,-0.221430,0.730373,-0.102055
-6.584055,-0.318429,-4.072538,-1.529361,1.419578,-0.389834
-10.462662,8.734047,3.471592,1.626619,-1.694834,0.244878
-16.438589,5.001487,1.077390,1.963428,-2.290111,-0.026379
-3.744532,-2.245762,5.887341,0.198514,1.587183,-0.462312
-6.133945,-3.897761,4.831498,1.274889,-2.911102,-0.172667
-10.635044,-4.991911,5.758054,1.110748,-2.526729,0.116577
-12.962208,-3.318364,3.608061,0.303500,-1.954368,0.330013
-10.860099,0.002394,1.374271,-0.302168,-1.424641,0.146021
-8.085220,1.376665,0.148440,0.288578,-1.685374,0.057422
