-0.117316,-1.072603,-9.430761,0.007594,0.018252,0.024914
-0.102951,-1.034296,-9.512164,0.002398,-0.024647,0.046097
-0.100557,-1.120487,-9.430761,0.014921,-0.015188,0.047163
-0.471658,-0.957681,-9.423578,-0.004263,-0.007460,0.045698
-0.284910,-0.921768,-9.452309,0.028245,0.009725,0.029977
0.500388,-0.861913,-9.536106,0.034773,0.006794,0.016254
0.500388,-0.828394,-9.538500,0.025447,0.006661,0.018252
0.536301,-0.830788,-9.521741,0.025713,0.002264,0.022116
0.560243,-0.830788,-9.471462,0.023448,0.005462,0.019984
0.459686,-0.768539,-9.473856,0.026779,-0.004929,0.022116
0.598550,-0.718261,-9.562442,0.036105,-0.003197,0.021450
1.170764,-0.651223,-9.478645,0.024514,-0.033441,0.011857
1.541865,-0.627281,-9.193735,0.036771,-0.235286,-0.009725
0.193930,-1.003171,-9.306262,0.129633,-0.334410,-0.009725
-1.067814,-1.565808,-9.849746,0.154548,0.011990,-0.022915
0.545877,-1.666365,-9.895236,-0.003197,0.079139,-0.045831
0.940921,-0.802058,-9.157822,-0.089797,-0.180661,-0.001732
0.035913,-0.378284,-9.109938,0.053425,-0.159211,0.070479
-0.426168,-0.244209,-9.619903,0.075675,0.050627,0.091130
0.466869,-0.043096,-9.861717,-0.033174,0.045831,0.087133
0.067037,0.026336,-9.782708,-0.091796,0.031975,0.087266
0.213083,-0.158018,-9.454703,0.071278,0.055957,0.061153
0.248996,-0.940922,-9.387665,0.199313,0.085534,0.005595
0.270544,-1.666365,-9.624691,0.165739,0.109116,-0.028911
0.363918,-1.956063,-9.789891,0.043033,0.146954,-0.005728
0.739808,-1.209072,-9.648633,-0.086467,0.072477,0.052493
0.960074,-0.581792,-9.294291,-0.027445,0.013323,0.094993
0.608127,-0.383073,-9.172187,0.065416,-0.066748,0.095393
0.155623,-0.864307,-9.610326,0.124837,0.039169,0.056756
0.153228,-1.417368,-9.653422,0.110315,0.069280,0.002398
0.526724,-1.467646,-9.576807,0.033307,0.072877,-0.002398
0.593762,-1.048661,-9.425972,-0.030776,0.015987,0.013456
0.644040,-0.696713,-9.330204,-0.010791,0.002398,0.031709
0.632069,-0.538696,-9.289503,0.044099,-0.013856,0.043033
0.466869,-0.732626,-9.490616,0.079139,-0.007194,0.026246
0.361524,-0.948104,-9.629480,0.039969,-0.009725,0.017586
0.397437,-1.039084,-9.634268,0.005196,0.007460,0.018652
0.481234,-0.900220,-9.406819,0.005862,0.003996,0.031842
0.545877,-0.742203,-9.423578,0.038903,0.006261,0.040235
0.493205,-0.749386,-9.466674,0.049828,-0.004529,0.042101
0.428562,-0.854730,-9.574413,0.028777,-0.003730,0.036105
0.411802,-0.979229,-9.540894,0.006261,0.001465,0.028245
0.433350,-0.933739,-9.512164,0.028245,0.003330,0.025447
0.459686,-0.864307,-9.531317,0.050761,-0.001199,0.026646
0.433350,-0.881067,-9.461885,0.052493,-0.007727,0.024781
0.445321,-0.957681,-9.490616,0.028378,0.001865,0.019185
0.500388,-0.955287,-9.466674,0.017852,0.003197,0.020917
0.495599,-0.943316,-9.524135,0.031176,-0.003330,0.024114
0.445321,-0.866702,-9.418790,0.043166,-0.002131,0.021983
0.418985,-0.943316,-9.447520,0.022249,-0.000666,0.021316
0.416591,-0.957681,-9.464280,0.021983,-0.005329,0.020251
0.442927,-0.962470,-9.543288,0.031975,-0.000399,0.023448
0.462080,-0.921768,-9.509769,0.036372,-0.005595,0.017986
0.445321,-0.926557,-9.502587,0.030509,0.002131,0.019185
0.459686,-0.905009,-9.452309,0.031042,-0.000532,0.017719
0.471657,-0.881067,-9.473856,0.023581,0.000266,0.022249
0.502782,-0.916980,-9.490616,0.025980,-0.001998,0.019451
0.502782,-0.938528,-9.406819,0.028511,0.000000,0.020784
0.486022,-0.878673,-9.536106,0.036505,0.001065,0.022249
0.423773,-0.897826,-9.478645,0.033707,0.003330,0.018119
0.481234,-0.931345,-9.469068,0.023315,-0.004130,0.013989
0.399831,-0.926557,-9.473856,0.022782,-0.002664,0.020517
0.435744,-0.967258,-9.445126,0.028245,-0.000399,0.015588
0.390254,-0.993594,-9.500193,0.023182,0.006395,0.014655
0.375889,-0.969652,-9.524135,0.018119,0.021716,0.014522
0.414196,-0.936133,-9.567230,0.009592,0.005196,0.005728
0.347159,-0.849942,-9.550471,0.027312,0.013856,0.011990
0.421379,-0.840365,-9.555259,0.025313,0.013722,0.005329
0.486022,-0.842759,-9.483433,0.033041,0.021583,0.008393
0.517147,-0.809241,-9.521741,0.026113,0.022116,0.003996
0.555454,-0.864307,-9.519346,0.020917,0.016520,0.009459
0.572214,-0.948104,-9.514558,0.026646,0.011724,0.009725
0.572214,-0.914586,-9.495404,0.034640,0.013056,0.012523
0.486022,-0.873884,-9.488222,0.041168,-0.000133,0.014655
0.383072,-0.821212,-9.478645,0.046764,0.001065,0.012656
0.294486,-0.782904,-9.466674,0.035972,0.011191,0.010924
0.356736,-0.790087,-9.490616,0.039436,0.018252,0.012523
0.438138,-0.682348,-9.533712,0.058355,0.027712,0.015987
0.428562,-0.751780,-9.538500,0.080604,0.015987,0.019052
0.395043,-0.842759,-9.500193,0.075142,0.014522,0.027712
0.531512,-0.986412,-9.471462,0.073676,0.023448,0.043966
0.703895,-1.017536,-9.366117,0.076607,0.026513,0.056623
0.742202,-1.022325,-9.435549,0.056356,0.012124,0.073943
0.708683,-1.158794,-9.423578,0.037437,0.018119,0.072611
0.634463,-1.074997,-9.442732,0.032108,0.003330,0.075009
0.509964,-1.079785,-9.452309,0.037171,0.000000,0.069679
0.452504,-1.058238,-9.557654,0.050228,-0.009326,0.067015
0.445321,-1.046267,-9.454703,0.054624,-0.007594,0.054491
0.517147,-1.086968,-9.481039,0.041568,-0.004263,0.047030
0.469263,-1.022325,-9.461885,0.041035,-0.014921,0.044365
0.608127,-1.142035,-9.428367,0.027445,-0.003730,0.046364
0.550666,-1.185130,-9.490616,0.019318,-0.018918,0.053425
0.459686,-1.165977,-9.464280,0.014788,-0.011857,0.048229
0.469263,-1.173159,-9.552865,0.005196,-0.010392,0.045698
0.493205,-1.122881,-9.418790,0.006261,-0.001998,0.044499
