-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-61,-68,-62,-64,-55,-60,-47,-55, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-62,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-49, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
-53,-64,-63,-60,-61,-67,-60,-53, 0, 1
