-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-52,-48,-69,-52,-64,-75,-75,-58, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
-50,-53,-60,-56,-65,-61,-78,-57, 1, 3.5
