rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,x_pos,y_pos,,,,,,,,,
-56,-60,-64,-56,-64,-69,-69,-65,3,0,,,,,,,,,
-54,-70,-71,-61,-69,-72,-69,-65,3,0,,,,,,,,,
-60,-53,-60,-58,-63,-62,-69,-65,3,0,,,,,,,,,
-56,-59,-64,-58,-63,-59,-68,-66,3,0,,,,,,,,,
-56,-58,-65,-56,-63,-61,-67,-65,3,0,,,,,,,,,
-56,-58,-63,-56,-61,-74,-65,-64,3,0,,,,,,,,,
-54,-64,-71,-62,-66,-68,-70,-64,3,0,,,,,,,,,
-56,-53,-57,-61,-67,-61,-68,-66,3,0,,,,,,,,,
-59,-58,-66,-58,-64,-65,-66,-64,3,0,,,,,,,,,
-54,-71,-70,-63,-68,-69,-67,-63,3,0,,,,,,,,,
-56,-50,-57,-55,-65,-61,-70,-68,3,0,,,,,,,,,
-56,-59,-65,-57,-63,-67,-60,-63,3,0,,,,,,,,,
-54,-69,-70,-57,-64,-63,-63,-65,3,0,,,,,,,,,
-60,-53,-58,-61,-66,-67,-71,-64,3,0,,,,,,,,,
-60,-59,-64,-62,-67,-68,-67,-65,3,0,,,,,,,,,
-56,-58,-66,-65,-66,-61,-67,-65,3,0,,,,,,,,,
-60,-54,-57,-57,-66,-68,-62,-65,3,0,,,,,,,,,
-56,-58,-69,-64,-67,-61,-67,-65,3,0,,,,,,,,,
-54,-54,-58,-56,-65,-62,-61,-64,3,0,,,,,,,,,
-60,-54,-58,-63,-67,-66,-67,-67,3,0,,,,,,,,,
-56,-66,-69,-63,-65,-61,-68,-65,3,0,,,,,,,,,
-54,-67,-73,-56,-62,-67,-61,-64,3,0,,,,,,,,,
-60,-53,-57,-62,-61,-67,-69,-64,3,0,,,,,,,,,
-55,-53,-58,-57,-68,-59,-61,-66,3,0,,,,,,,,,
-54,-68,-63,-56,-65,-64,-67,-64,3,0,,,,,,,,,
-54,-67,-76,-56,-62,-65,-61,-66,3,0,,,,,,,,,
-55,-54,-58,-57,-67,-59,-68,-67,3,0,,,,,,,,,
-60,-68,-75,-56,-62,-67,-68,-66,3,0,,,,,,,,,
-56,-54,-58,-60,-72,-61,-61,-65,3,0,,,,,,,,,
-55,-60,-63,-62,-65,-64,-61,-66,3,0,,,,,,,,,
-54,-67,-63,-63,-62,-68,-68,-66,3,0,,,,,,,,,
-60,-54,-58,-56,-69,-60,-70,-65,3,0,,,,,,,,,
-56,-60,-63,-59,-65,-64,-62,-67,3,0,,,,,,,,,
-60,-66,-78,-56,-62,-67,-68,-65,3,0,,,,,,,,,
-55,-53,-77,-56,-67,-61,-69,-64,3,0,,,,,,,,,
-55,-54,-58,-59,-65,-61,-69,-66,3,0,,,,,,,,,
-55,-60,-65,-63,-62,-67,-61,-66,3,0,,,,,,,,,
-54,-66,-72,-56,-62,-61,-68,-65,3,0,,,,,,,,,
-60,-53,-64,-63,-67,-63,-61,-65,3,0,,,,,,,,,
-56,-59,-64,-63,-69,-68,-62,-66,3,0,,,,,,,,,
-54,-66,-72,-56,-65,-67,-69,-65,3,0,,,,,,,,,
-54,-67,-58,-62,-65,-60,-68,-64,3,0,,,,,,,,,
-54,-68,-58,-56,-62,-60,-68,-65,3,0,,,,,,,,,
-61,-54,-58,-62,-65,-64,-61,-67,3,0,,,,,,,,,
-54,-59,-71,-56,-62,-60,-68,-65,3,0,,,,,,,,,
-60,-67,-72,-62,-69,-64,-61,-67,3,0,,,,,,,,,
-55,-54,-57,-56,-67,-64,-61,-64,3,0,,,,,,,,,
-54,-54,-58,-56,-65,-67,-68,-67,3,0,,,,,,,,,
-61,-60,-65,-56,-62,-60,-61,-63,3,0,,,,,,,,,
-60,-54,-69,-63,-62,-64,-67,-63,3,0,,,,,,,,,
-55,-54,-73,-63,-68,-64,-68,-67,3,0,,,,,,,,,
-54,-54,-72,-63,-64,-68,-67,-65,3,0,,,,,,,,,
-61,-60,-73,-62,-64,-64,-68,-65,3,0,,,,,,,,,
-54,-67,-57,-56,-61,-67,-66,-67,3,0,,,,,,,,,
-55,-54,-64,-60,-65,-63,-62,-66,3,0,,,,,,,,,
-54,-60,-58,-56,-62,-67,-68,-63,3,0,,,,,,,,,
-54,-60,-58,-56,-62,-60,-68,-63,3,0,,,,,,,,,
-54,-59,-67,-56,-68,-62,-61,-66,3,0,,,,,,,,,
-55,-54,-68,-60,-65,-67,-68,-65,3,0,,,,,,,,,
-54,-68,-59,-56,-69,-63,-61,-67,3,0,,,,,,,,,
-52,-53,-65,-57,-65,-60,-68,-66,3,0,,,,,,,,,
-54,-60,-58,-62,-68,-64,-68,-64,3,0,,,,,,,,,
-60,-69,-68,-63,-65,-68,-61,-65,3,0,,,,,,,,,
-55,-60,-58,-56,-62,-62,-68,-63,3,0,,,,,,,,,
-60,-68,-68,-61,-69,-65,-67,-64,3,0,,,,,,,,,
-54,-59,-57,-56,-64,-60,-61,-61,3,0,,,,,,,,,
-55,-54,-73,-62,-63,-62,-67,-69,3,0,,,,,,,,,
-54,-69,-64,-56,-67,-68,-67,-65,3,0,,,,,,,,,
-60,-54,-65,-56,-67,-68,-67,-65,3,0,,,,,,,,,
-61,-54,-65,-62,-66,-61,-61,-63,3,0,,,,,,,,,
-55,-69,-58,-62,-67,-59,-67,-71,3,0,,,,,,,,,
-54,-54,-57,-54,-66,-61,-62,-64,3,0,,,,,,,,,
-61,-60,-71,-63,-64,-63,-68,-63,3,0,,,,,,,,,
-55,-69,-73,-57,-64,-65,-59,-61,3,0,,,,,,,,,
-55,-69,-71,-62,-63,-68,-68,-67,3,0,,,,,,,,,
-55,-70,-58,-56,-66,-68,-68,-66,3,0,,,,,,,,,
-54,-60,-65,-58,-65,-61,-60,-61,3,0,,,,,,,,,
-61,-59,-77,-62,-62,-64,-63,-69,3,0,,,,,,,,,
-55,-70,-57,-55,-63,-65,-66,-67,3,0,,,,,,,,,
-54,-54,-58,-57,-69,-67,-61,-66,3,0,,,,,,,,,
-61,-60,-80,-62,-66,-61,-62,-63,3,0,,,,,,,,,
-61,-71,-81,-56,-66,-65,-61,-63,3,0,,,,,,,,,
-61,-54,-76,-61,-66,-61,-64,-71,3,0,,,,,,,,,
-55,-71,-58,-56,-63,-63,-68,-66,3,0,,,,,,,,,
-54,-54,-65,-63,-65,-65,-61,-65,3,0,,,,,,,,,
-61,-54,-64,-58,-64,-61,-65,-63,3,0,,,,,,,,,
-61,-60,-72,-60,-66,-64,-65,-68,3,0,,,,,,,,,
-56,-54,-64,-56,-62,-65,-61,-62,3,0,,,,,,,,,
-61,-54,-64,-57,-65,-66,-62,-62,3,0,,,,,,,,,
-56,-70,-73,-62,-65,-66,-61,-62,3,0,,,,,,,,,
-61,-60,-63,-61,-66,-66,-61,-62,3,0,,,,,,,,,
-56,-60,-74,-56,-62,-61,-69,-66,3,0,,,,,,,,,
-54,-54,-58,-62,-64,-66,-62,-63,3,0,,,,,,,,,
-60,-59,-64,-61,-67,-60,-60,-67,3,0,,,,,,,,,
-55,-69,-72,-52,-65,-60,-66,-67,3,0,,,,,,,,,
-54,-54,-74,-62,-62,-62,-67,-66,3,0,,,,,,,,,
-54,-54,-58,-61,-64,-66,-67,-67,3,0,,,,,,,,,
-61,-60,-73,-56,-66,-61,-60,-67,3,0,,,,,,,,,
-65,-62,-47,-52,-62,-66,-70,-62,3,0.5,,,,,,,,,
-69,-62,-61,-50,-62,-66,-62,-63,3,0.5,,,,,,,,,
-67,-72,-49,-52,-60,-60,-65,-60,3,0.5,,,,,,,,,
-69,-59,-47,-50,-60,-65,-63,-61,3,0.5,,,,,,,,,
-66,-60,-61,-51,-61,-65,-64,-62,3,0.5,,,,,,,,,
-65,-65,-47,-52,-55,-65,-67,-62,3,0.5,,,,,,,,,
-67,-62,-57,-50,-60,-64,-64,-62,3,0.5,,,,,,,,,
-65,-60,-50,-52,-60,-65,-65,-62,3,0.5,,,,,,,,,
-67,-61,-50,-52,-62,-61,-58,-59,3,0.5,,,,,,,,,
-64,-65,-50,-52,-55,-64,-73,-62,3,0.5,,,,,,,,,
-65,-61,-59,-53,-55,-64,-70,-61,3,0.5,,,,,,,,,
-66,-62,-58,-51,-61,-64,-70,-62,3,0.5,,,,,,,,,
-67,-63,-58,-53,-62,-64,-68,-61,3,0.5,,,,,,,,,
-63,-66,-48,-52,-62,-61,-72,-61,3,0.5,,,,,,,,,
-68,-64,-58,-53,-54,-63,-69,-60,3,0.5,,,,,,,,,
-68,-64,-59,-53,-61,-64,-68,-63,3,0.5,,,,,,,,,
-72,-63,-59,-53,-65,-64,-69,-61,3,0.5,,,,,,,,,
-61,-63,-58,-53,-54,-63,-68,-64,3,0.5,,,,,,,,,
-68,-63,-58,-51,-61,-66,-64,-62,3,0.5,,,,,,,,,
-74,-70,-50,-52,-63,-61,-59,-59,3,0.5,,,,,,,,,
-61,-62,-49,-53,-54,-64,-69,-61,3,0.5,,,,,,,,,
-68,-63,-50,-50,-61,-67,-63,-62,3,0.5,,,,,,,,,
-68,-64,-48,-52,-63,-61,-59,-59,3,0.5,,,,,,,,,
-64,-62,-58,-53,-54,-61,-67,-59,3,0.5,,,,,,,,,
-64,-65,-58,-51,-55,-65,-63,-61,3,0.5,,,,,,,,,
-66,-65,-49,-52,-61,-64,-64,-62,3,0.5,,,,,,,,,
-65,-66,-49,-53,-55,-61,-64,-61,3,0.5,,,,,,,,,
-73,-66,-50,-52,-63,-64,-58,-62,3,0.5,,,,,,,,,
-68,-62,-48,-51,-65,-64,-69,-58,3,0.5,,,,,,,,,
-69,-62,-48,-53,-56,-61,-64,-60,3,0.5,,,,,,,,,
-65,-65,-50,-54,-60,-61,-59,-61,3,0.5,,,,,,,,,
-65,-62,-49,-51,-63,-65,-67,-59,3,0.5,,,,,,,,,
-62,-67,-55,-51,-55,-61,-64,-62,3,0.5,,,,,,,,,
-69,-63,-49,-52,-63,-64,-69,-59,3,0.5,,,,,,,,,
-62,-68,-55,-52,-61,-60,-64,-61,3,0.5,,,,,,,,,
-68,-64,-49,-52,-59,-62,-61,-64,3,0.5,,,,,,,,,
-65,-62,-49,-56,-63,-67,-65,-59,3,0.5,,,,,,,,,
-58,-62,-48,-52,-55,-60,-63,-61,3,0.5,,,,,,,,,
-71,-64,-56,-51,-62,-66,-73,-62,3,0.5,,,,,,,,,
-65,-64,-50,-52,-63,-67,-77,-60,3,0.5,,,,,,,,,
-65,-65,-44,-53,-55,-64,-62,-60,3,0.5,,,,,,,,,
-66,-62,-47,-51,-55,-60,-60,-62,3,0.5,,,,,,,,,
-66,-67,-61,-54,-61,-62,-58,-61,3,0.5,,,,,,,,,
-65,-66,-56,-51,-62,-65,-58,-61,3,0.5,,,,,,,,,
-66,-64,-48,-52,-64,-66,-68,-61,3,0.5,,,,,,,,,
-63,-65,-47,-53,-56,-60,-67,-62,3,0.5,,,,,,,,,
-66,-68,-57,-49,-61,-64,-66,-62,3,0.5,,,,,,,,,
-63,-62,-56,-52,-62,-65,-59,-58,3,0.5,,,,,,,,,
-66,-62,-50,-53,-55,-65,-65,-62,3,0.5,,,,,,,,,
-65,-67,-57,-49,-61,-65,-60,-63,3,0.5,,,,,,,,,
-67,-63,-50,-53,-55,-62,-65,-59,3,0.5,,,,,,,,,
-62,-63,-50,-48,-55,-64,-65,-62,3,0.5,,,,,,,,,
-66,-60,-56,-53,-55,-60,-65,-62,3,0.5,,,,,,,,,
-65,-62,-49,-53,-55,-61,-70,-61,3,0.5,,,,,,,,,
-65,-65,-49,-51,-60,-63,-59,-58,3,0.5,,,,,,,,,
-63,-67,-59,-53,-61,-67,-59,-59,3,0.5,,,,,,,,,
-62,-68,-59,-53,-61,-61,-59,-58,3,0.5,,,,,,,,,
-63,-62,-59,-53,-61,-60,-59,-61,3,0.5,,,,,,,,,
-66,-67,-50,-50,-63,-63,-68,-60,3,0.5,,,,,,,,,
-65,-65,-49,-52,-55,-67,-69,-61,3,0.5,,,,,,,,,
-64,-64,-47,-52,-55,-60,-65,-58,3,0.5,,,,,,,,,
-63,-63,-59,-51,-63,-67,-59,-61,3,0.5,,,,,,,,,
-65,-64,-47,-53,-61,-67,-63,-58,3,0.5,,,,,,,,,
-63,-63,-48,-51,-63,-60,-64,-63,3,0.5,,,,,,,,,
-63,-62,-59,-50,-63,-60,-66,-62,3,0.5,,,,,,,,,
-63,-68,-54,-52,-62,-63,-64,-61,3,0.5,,,,,,,,,
-68,-70,-55,-52,-56,-60,-65,-61,3,0.5,,,,,,,,,
-72,-67,-51,-52,-55,-62,-65,-59,3,0.5,,,,,,,,,
-66,-67,-55,-53,-62,-64,-69,-67,3,0.5,,,,,,,,,
-65,-62,-49,-49,-55,-65,-61,-63,3,0.5,,,,,,,,,
-63,-63,-47,-51,-61,-65,-76,-62,3,0.5,,,,,,,,,
-72,-65,-60,-53,-62,-62,-64,-66,3,0.5,,,,,,,,,
-66,-60,-47,-53,-55,-66,-61,-66,3,0.5,,,,,,,,,
-64,-63,-61,-53,-62,-60,-64,-63,3,0.5,,,,,,,,,
-64,-63,-49,-52,-61,-66,-65,-60,3,0.5,,,,,,,,,
-64,-62,-50,-49,-55,-66,-60,-66,3,0.5,,,,,,,,,
-65,-64,-47,-52,-55,-64,-63,-64,3,0.5,,,,,,,,,
-63,-62,-49,-52,-55,-67,-60,-63,3,0.5,,,,,,,,,
-64,-64,-61,-52,-63,-61,-70,-63,3,0.5,,,,,,,,,
-63,-63,-49,-53,-55,-67,-62,-68,3,0.5,,,,,,,,,
-64,-63,-51,-52,-63,-61,-61,-67,3,0.5,,,,,,,,,
-71,-64,-50,-51,-55,-66,-65,-63,3,0.5,,,,,,,,,
-64,-65,-56,-49,-61,-63,-71,-60,3,0.5,,,,,,,,,
-64,-63,-50,-50,-62,-62,-60,-63,3,0.5,,,,,,,,,
-71,-65,-61,-52,-62,-63,-70,-59,3,0.5,,,,,,,,,
-64,-70,-59,-56,-61,-61,-70,-62,3,0.5,,,,,,,,,
-64,-71,-51,-52,-56,-64,-65,-62,3,0.5,,,,,,,,,
-64,-66,-49,-52,-61,-66,-60,-59,3,0.5,,,,,,,,,
-63,-68,-59,-53,-61,-65,-70,-64,3,0.5,,,,,,,,,
-63,-65,-51,-50,-55,-65,-81,-63,3,0.5,,,,,,,,,
-63,-62,-51,-54,-56,-61,-78,-63,3,0.5,,,,,,,,,
-64,-65,-49,-52,-62,-63,-63,-61,3,0.5,,,,,,,,,
-64,-65,-49,-52,-64,-65,-62,-62,3,0.5,,,,,,,,,
-61,-69,-47,-52,-62,-65,-58,-58,3,0.5,,,,,,,,,
-67,-63,-50,-51,-64,-63,-65,-64,3,0.5,,,,,,,,,
-65,-69,-48,-53,-56,-61,-59,-59,3,0.5,,,,,,,,,
-66,-68,-57,-53,-63,-60,-63,-64,3,0.5,,,,,,,,,
-62,-61,-49,-50,-62,-64,-60,-59,3,0.5,,,,,,,,,
-66,-67,-58,-53,-56,-60,-76,-64,3,0.5,,,,,,,,,
-63,-61,-50,-52,-63,-67,-60,-59,3,0.5,,,,,,,,,
-65,-68,-58,-53,-61,-60,-64,-62,3,0.5,,,,,,,,,
-62,-61,-48,-52,-62,-67,-74,-65,3,0.5,,,,,,,,,
-64,-67,-57,-50,-61,-60,-62,-64,3,0.5,,,,,,,,,
-60,-60,-50,-51,-61,-64,-60,-59,3,0.5,,,,,,,,,
-63,-61,-48,-52,-62,-67,-60,-59,3,0.5,,,,,,,,,
-67,-61,-50,-52,-62,-67,-60,-59,3,0.5,,,,,,,,,
-66,-68,-48,-53,-53,-60,-62,-64,3,0.5,,,,,,,,,
-65,-68,-56,-51,-61,-64,-59,-58,3,0.5,,,,,,,,,
-66,-61,-48,-53,-55,-60,-63,-63,3,0.5,,,,,,,,,
-65,-69,-56,-51,-61,-64,-65,-62,3,0.5,,,,,,,,,
-63,-62,-50,-52,-55,-60,-59,-58,3,0.5,,,,,,,,,
-64,-68,-56,-51,-61,-64,-63,-62,3,0.5,,,,,,,,,
-66,-61,-48,-53,-55,-61,-71,-58,3,0.5,,,,,,,,,
-65,-67,-60,-51,-61,-60,-69,-58,3,0.5,,,,,,,,,
-66,-67,-58,-53,-61,-64,-70,-64,3,0.5,,,,,,,,,
-65,-61,-50,-51,-62,-67,-62,-63,3,0.5,,,,,,,,,
-64,-62,-50,-52,-62,-67,-63,-63,3,0.5,,,,,,,,,
-64,-62,-48,-53,-55,-60,-60,-55,3,0.5,,,,,,,,,
-66,-61,-57,-51,-61,-66,-62,-64,3,0.5,,,,,,,,,
-66,-64,-50,-52,-62,-67,-60,-61,3,0.5,,,,,,,,,
-65,-68,-48,-52,-56,-60,-60,-58,3,0.5,,,,,,,,,
-65,-60,-56,-53,-61,-64,-70,-59,3,0.5,,,,,,,,,
-65,-61,-56,-53,-61,-64,-66,-62,3,0.5,,,,,,,,,
-66,-62,-50,-52,-62,-67,-60,-61,3,0.5,,,,,,,,,
-63,-67,-56,-53,-62,-64,-70,-59,3,0.5,,,,,,,,,
-66,-63,-51,-51,-63,-61,-59,-61,3,0.5,,,,,,,,,
-65,-62,-47,-51,-62,-61,-60,-60,3,0.5,,,,,,,,,
-63,-69,-47,-52,-56,-64,-73,-58,3,0.5,,,,,,,,,
-63,-67,-56,-53,-62,-64,-66,-64,3,0.5,,,,,,,,,
-65,-60,-51,-51,-61,-65,-62,-60,3,0.5,,,,,,,,,
-65,-62,-50,-51,-62,-66,-60,-58,3,0.5,,,,,,,,,
-66,-62,-50,-51,-62,-67,-60,-58,3,0.5,,,,,,,,,
-64,-70,-47,-53,-55,-60,-71,-63,3,0.5,,,,,,,,,
-65,-61,-55,-50,-63,-64,-66,-60,3,0.5,,,,,,,,,
-66,-61,-50,-52,-62,-67,-59,-58,3,0.5,,,,,,,,,
-66,-63,-47,-52,-56,-61,-60,-64,3,0.5,,,,,,,,,
-64,-69,-56,-53,-63,-64,-73,-61,3,0.5,,,,,,,,,
-65,-61,-56,-51,-61,-68,-59,-58,3,0.5,,,,,,,,,
-66,-62,-50,-52,-62,-64,-60,-61,3,0.5,,,,,,,,,
-66,-62,-50,-52,-62,-67,-60,-61,3,0.5,,,,,,,,,
-66,-62,-50,-51,-56,-67,-60,-61,3,0.5,,,,,,,,,
-66,-62,-50,-52,-55,-66,-74,-58,3,0.5,,,,,,,,,
-65,-71,-51,-52,-55,-59,-67,-58,3,0.5,,,,,,,,,
-65,-68,-50,-56,-62,-64,-65,-64,3,0.5,,,,,,,,,
-63,-64,-50,-51,-62,-60,-72,-58,3,0.5,,,,,,,,,
-65,-60,-56,-53,-62,-64,-60,-65,3,0.5,,,,,,,,,
-63,-62,-50,-52,-55,-60,-62,-61,3,0.5,,,,,,,,,
-65,-68,-48,-53,-63,-64,-62,-62,3,0.5,,,,,,,,,
-63,-61,-56,-54,-55,-68,-71,-60,3,0.5,,,,,,,,,
-65,-62,-50,-49,-62,-63,-63,-58,3,0.5,,,,,,,,,
-64,-60,-56,-51,-62,-68,-73,-64,3,0.5,,,,,,,,,
-66,-62,-50,-52,-56,-68,-60,-62,3,0.5,,,,,,,,,
-63,-61,-56,-51,-56,-66,-70,-59,3,0.5,,,,,,,,,
-66,-61,-48,-53,-61,-64,-63,-62,3,0.5,,,,,,,,,
-66,-65,-51,-52,-63,-61,-70,-59,3,0.5,,,,,,,,,
-64,-61,-57,-51,-62,-64,-63,-58,3,0.5,,,,,,,,,
-64,-61,-56,-51,-62,-65,-59,-62,3,0.5,,,,,,,,,
-64,-62,-50,-52,-56,-60,-68,-61,3,0.5,,,,,,,,,
-67,-61,-48,-53,-62,-65,-58,-63,3,0.5,,,,,,,,,
-66,-67,-51,-52,-61,-60,-63,-58,3,0.5,,,,,,,,,
-63,-61,-56,-53,-55,-63,-58,-63,3,0.5,,,,,,,,,
-65,-66,-51,-52,-62,-61,-69,-58,3,0.5,,,,,,,,,
-64,-61,-56,-51,-55,-65,-58,-61,3,0.5,,,,,,,,,
-67,-67,-49,-53,-62,-61,-69,-58,3,0.5,,,,,,,,,
-68,-61,-56,-52,-62,-61,-63,-58,3,0.5,,,,,,,,,
-63,-62,-50,-54,-56,-65,-57,-61,3,0.5,,,,,,,,,
-68,-67,-51,-52,-62,-61,-64,-58,3,0.5,,,,,,,,,
-64,-62,-56,-53,-55,-65,-58,-60,3,0.5,,,,,,,,,
-67,-67,-48,-52,-62,-61,-63,-62,3,0.5,,,,,,,,,
-63,-61,-56,-54,-57,-65,-67,-61,3,0.5,,,,,,,,,
-68,-67,-50,-53,-56,-64,-65,-61,3,0.5,,,,,,,,,
-62,-63,-51,-51,-61,-66,-67,-61,3,0.5,,,,,,,,,
-67,-67,-43,-53,-57,-64,-59,-62,3,0.5,,,,,,,,,
-66,-63,-51,-52,-62,-61,-63,-58,3,0.5,,,,,,,,,
-63,-61,-56,-53,-57,-64,-59,-62,3,0.5,,,,,,,,,
-62,-62,-51,-51,-61,-61,-65,-58,3,0.5,,,,,,,,,
-69,-61,-56,-53,-62,-64,-60,-62,3,0.5,,,,,,,,,
-67,-66,-48,-52,-61,-61,-63,-58,3,0.5,,,,,,,,,
-66,-61,-55,-51,-56,-61,-68,-60,3,0.5,,,,,,,,,
-67,-67,-51,-52,-62,-65,-58,-63,3,0.5,,,,,,,,,
-62,-62,-50,-52,-60,-61,-63,-58,3,0.5,,,,,,,,,
-65,-61,-55,-53,-61,-66,-58,-64,3,0.5,,,,,,,,,
-62,-62,-47,-51,-56,-61,-56,-60,3,0.5,,,,,,,,,
-66,-67,-42,-53,-61,-65,-62,-58,3,0.5,,,,,,,,,
-67,-61,-51,-51,-56,-61,-58,-60,3,0.5,,,,,,,,,
-69,-66,-48,-53,-62,-65,-63,-58,3,0.5,,,,,,,,,
-66,-61,-56,-54,-61,-61,-58,-62,3,0.5,,,,,,,,,
-66,-64,-47,-52,-61,-61,-65,-61,3,0.5,,,,,,,,,
-67,-66,-56,-52,-56,-66,-58,-62,3,0.5,,,,,,,,,
-68,-61,-50,-50,-61,-65,-71,-61,3,0.5,,,,,,,,,
-67,-67,-51,-53,-61,-64,-71,-61,3,0.5,,,,,,,,,
-66,-71,-56,-51,-55,-65,-63,-61,3,0.5,,,,,,,,,
-68,-62,-51,-60,-55,-60,-63,-60,3,0.5,,,,,,,,,
-68,-61,-50,-53,-61,-64,-59,-58,3,0.5,,,,,,,,,
-67,-62,-49,-51,-54,-66,-64,-60,3,0.5,,,,,,,,,
-62,-61,-51,-52,-61,-60,-58,-62,3,0.5,,,,,,,,,
-68,-68,-47,-56,-55,-64,-70,-58,3,0.5,,,,,,,,,
-67,-58,-56,-51,-61,-64,-70,-58,3,0.5,,,,,,,,,
-67,-61,-56,-51,-60,-66,-64,-59,3,0.5,,,,,,,,,
-64,-61,-50,-53,-61,-66,-64,-58,3,0.5,,,,,,,,,
-68,-61,-50,-51,-61,-66,-58,-60,3,0.5,,,,,,,,,
-68,-72,-52,-52,-55,-64,-73,-61,3,0.5,,,,,,,,,
-66,-63,-55,-53,-61,-60,-59,-58,3,0.5,,,,,,,,,
-64,-75,-47,-51,-55,-63,-75,-63,3,0.5,,,,,,,,,
-66,-62,-57,-53,-62,-67,-64,-63,3,0.5,,,,,,,,,
-65,-67,-56,-52,-55,-67,-64,-58,3,0.5,,,,,,,,,
-64,-62,-50,-52,-63,-61,-59,-62,3,0.5,,,,,,,,,
-64,-63,-50,-52,-60,-68,-64,-60,3,0.5,,,,,,,,,
-65,-62,-48,-50,-61,-60,-60,-62,3,0.5,,,,,,,,,
-64,-67,-56,-52,-54,-60,-58,-60,3,0.5,,,,,,,,,
-64,-65,-50,-56,-61,-60,-59,-63,3,0.5,,,,,,,,,
-65,-67,-56,-52,-54,-65,-72,-58,3,0.5,,,,,,,,,
-64,-63,-49,-52,-61,-69,-65,-60,3,0.5,,,,,,,,,
-65,-61,-50,-52,-62,-60,-62,-61,3,0.5,,,,,,,,,
-65,-66,-48,-51,-55,-63,-70,-61,3,0.5,,,,,,,,,
-64,-61,-56,-52,-62,-68,-63,-61,3,0.5,,,,,,,,,
-64,-63,-56,-52,-61,-67,-61,-61,3,0.5,,,,,,,,,
-63,-62,-50,-53,-62,-60,-61,-61,3,0.5,,,,,,,,,
-63,-62,-50,-52,-61,-64,-68,-61,3,0.5,,,,,,,,,
-62,-62,-50,-53,-55,-60,-68,-62,3,0.5,,,,,,,,,
-66,-61,-51,-51,-61,-59,-61,-59,3,0.5,,,,,,,,,
-64,-60,-48,-52,-62,-60,-68,-62,3,0.5,,,,,,,,,
-65,-66,-56,-54,-54,-62,-64,-61,3,0.5,,,,,,,,,
-63,-61,-50,-53,-60,-71,-63,-58,3,0.5,,,,,,,,,
-63,-62,-48,-52,-61,-63,-58,-59,3,0.5,,,,,,,,,
-63,-62,-51,-52,-64,-64,-69,-63,3,0.5,,,,,,,,,
-66,-62,-56,-49,-54,-64,-61,-61,3,0.5,,,,,,,,,
-66,-61,-47,-51,-55,-75,-66,-62,3,0.5,,,,,,,,,
-64,-67,-56,-52,-55,-59,-66,-58,3,0.5,,,,,,,,,
-66,-62,-50,-49,-62,-62,-59,-61,3,0.5,,,,,,,,,
-65,-62,-50,-46,-61,-65,-59,-60,3,0.5,,,,,,,,,
-65,-62,-51,-50,-62,-67,-65,-61,3,0.5,,,,,,,,,
-64,-66,-57,-52,-55,-59,-64,-58,3,0.5,,,,,,,,,
-65,-61,-50,-49,-61,-63,-59,-61,3,0.5,,,,,,,,,
-65,-62,-51,-51,-62,-65,-65,-61,3,0.5,,,,,,,,,
-65,-62,-48,-51,-62,-66,-72,-61,3,0.5,,,,,,,,,
-65,-67,-55,-52,-55,-60,-64,-58,3,0.5,,,,,,,,,
-65,-62,-46,-53,-56,-60,-64,-63,3,0.5,,,,,,,,,
-64,-67,-50,-52,-56,-60,-59,-59,3,0.5,,,,,,,,,
-64,-62,-50,-52,-62,-62,-77,-60,3,0.5,,,,,,,,,
-64,-62,-57,-51,-55,-67,-66,-62,3,0.5,,,,,,,,,
-65,-61,-56,-51,-56,-59,-60,-62,3,0.5,,,,,,,,,
-64,-62,-48,-53,-61,-68,-65,-57,3,0.5,,,,,,,,,
-64,-67,-50,-52,-62,-63,-71,-57,3,0.5,,,,,,,,,
-65,-62,-50,-51,-61,-59,-59,-64,3,0.5,,,,,,,,,
-64,-62,-48,-52,-55,-66,-59,-57,3,0.5,,,,,,,,,
-64,-67,-50,-52,-62,-64,-67,-57,3,0.5,,,,,,,,,
-65,-62,-43,-49,-61,-69,-70,-58,3,0.5,,,,,,,,,
-64,-61,-48,-53,-62,-67,-64,-62,3,0.5,,,,,,,,,
-65,-67,-56,-51,-61,-60,-58,-64,3,0.5,,,,,,,,,
-65,-66,-66,-53,-62,-68,-67,-69,3,1,,,,,,,,,
-71,-61,-64,-48,-60,-65,-72,-63,3,1,,,,,,,,,
-67,-60,-59,-53,-61,-68,-67,-68,3,1,,,,,,,,,
-67,-60,-57,-45,-56,-62,-73,-62,3,1,,,,,,,,,
-65,-68,-63,-56,-61,-67,-59,-71,3,1,,,,,,,,,
-67,-61,-61,-52,-60,-61,-67,-66,3,1,,,,,,,,,
-68,-69,-64,-53,-61,-69,-66,-73,3,1,,,,,,,,,
-69,-60,-57,-48,-56,-61,-72,-70,3,1,,,,,,,,,
-66,-68,-63,-53,-62,-62,-60,-63,3,1,,,,,,,,,
-65,-63,-61,-48,-60,-61,-74,-65,3,1,,,,,,,,,
-68,-61,-66,-48,-62,-61,-67,-65,3,1,,,,,,,,,
-71,-68,-58,-53,-55,-67,-71,-79,3,1,,,,,,,,,
-64,-60,-57,-45,-60,-62,-69,-63,3,1,,,,,,,,,
-67,-60,-65,-53,-55,-66,-70,-60,3,1,,,,,,,,,
-63,-61,-57,-48,-60,-62,-72,-73,3,1,,,,,,,,,
