rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,x_pos,y_pos,,,,,,,,,
-51,-48,-58,-70,-66,-65,-61,-55,1.5,0.5,,,,,,,,,
-62,-68,-57,-61,-65,-65,-63,-58,1.5,0.5,,,,,,,,,
-50,-50,-61,-60,-64,-60,-59,-57,1.5,0.5,,,,,,,,,
-63,-50,-57,-76,-67,-64,-59,-55,1.5,0.5,,,,,,,,,
-54,-48,-61,-61,-66,-60,-73,-58,1.5,0.5,,,,,,,,,
-52,-66,-57,-69,-65,-79,-74,-57,1.5,0.5,,,,,,,,,
-51,-48,-57,-61,-63,-60,-60,-58,1.5,0.5,,,,,,,,,
-62,-73,-57,-78,-67,-64,-62,-56,1.5,0.5,,,,,,,,,
-51,-48,-57,-61,-66,-80,-74,-58,1.5,0.5,,,,,,,,,
-52,-49,-59,-62,-64,-60,-60,-62,1.5,0.5,,,,,,,,,
-51,-49,-56,-63,-65,-66,-62,-56,1.5,0.5,,,,,,,,,
-64,-72,-59,-59,-65,-77,-62,-57,1.5,0.5,,,,,,,,,
-51,-48,-58,-59,-64,-61,-76,-58,1.5,0.5,,,,,,,,,
-54,-49,-58,-63,-65,-67,-62,-56,1.5,0.5,,,,,,,,,
-63,-75,-55,-83,-64,-85,-74,-57,1.5,0.5,,,,,,,,,
-51,-48,-58,-59,-64,-61,-59,-58,1.5,0.5,,,,,,,,,
-51,-49,-56,-62,-66,-69,-62,-58,1.5,0.5,,,,,,,,,
-64,-73,-59,-59,-64,-61,-75,-57,1.5,0.5,,,,,,,,,
-52,-48,-57,-59,-65,-66,-59,-58,1.5,0.5,,,,,,,,,
-51,-49,-56,-73,-66,-76,-62,-56,1.5,0.5,,,,,,,,,
-64,-70,-59,-60,-64,-61,-77,-57,1.5,0.5,,,,,,,,,
-52,-50,-57,-62,-64,-60,-59,-56,1.5,0.5,,,,,,,,,
-51,-49,-56,-73,-65,-69,-62,-56,1.5,0.5,,,,,,,,,
-65,-74,-56,-59,-64,-77,-77,-57,1.5,0.5,,,,,,,,,
-64,-48,-59,-63,-65,-61,-62,-56,1.5,0.5,,,,,,,,,
-51,-49,-58,-63,-66,-64,-76,-60,1.5,0.5,,,,,,,,,
-64,-75,-55,-59,-63,-78,-76,-58,1.5,0.5,,,,,,,,,
-64,-48,-58,-62,-65,-61,-62,-58,1.5,0.5,,,,,,,,,
-52,-49,-58,-76,-65,-66,-62,-57,1.5,0.5,,,,,,,,,
-64,-79,-56,-59,-64,-80,-62,-57,1.5,0.5,,,,,,,,,
-51,-48,-57,-63,-65,-61,-59,-57,1.5,0.5,,,,,,,,,
-64,-75,-56,-62,-64,-83,-62,-57,1.5,0.5,,,,,,,,,
-55,-48,-59,-72,-66,-61,-63,-57,1.5,0.5,,,,,,,,,
-52,-49,-58,-59,-67,-66,-73,-57,1.5,0.5,,,,,,,,,
-65,-73,-55,-59,-65,-80,-74,-57,1.5,0.5,,,,,,,,,
-55,-48,-57,-61,-66,-61,-60,-57,1.5,0.5,,,,,,,,,
-52,-49,-55,-59,-68,-68,-74,-56,1.5,0.5,,,,,,,,,
-66,-69,-59,-62,-67,-83,-76,-56,1.5,0.5,,,,,,,,,
-52,-48,-58,-61,-68,-61,-60,-57,1.5,0.5,,,,,,,,,
-65,-49,-56,-69,-68,-67,-62,-56,1.5,0.5,,,,,,,,,
-51,-48,-60,-59,-66,-81,-74,-62,1.5,0.5,,,,,,,,,
-51,-72,-58,-61,-68,-62,-60,-57,1.5,0.5,,,,,,,,,
-65,-49,-55,-69,-65,-67,-62,-57,1.5,0.5,,,,,,,,,
-52,-70,-59,-58,-67,-67,-74,-60,1.5,0.5,,,,,,,,,
-51,-48,-58,-63,-70,-61,-59,-57,1.5,0.5,,,,,,,,,
-64,-48,-56,-69,-65,-67,-62,-56,1.5,0.5,,,,,,,,,
-65,-71,-59,-59,-66,-82,-73,-60,1.5,0.5,,,,,,,,,
-51,-48,-56,-71,-65,-67,-72,-56,1.5,0.5,,,,,,,,,
-65,-72,-60,-59,-67,-81,-73,-62,1.5,0.5,,,,,,,,,
-51,-48,-58,-62,-71,-62,-59,-56,1.5,0.5,,,,,,,,,
-51,-49,-55,-72,-65,-67,-62,-56,1.5,0.5,,,,,,,,,
-65,-74,-59,-59,-74,-67,-73,-56,1.5,0.5,,,,,,,,,
-50,-48,-58,-62,-64,-62,-62,-56,1.5,0.5,,,,,,,,,
-51,-49,-58,-72,-67,-85,-73,-56,1.5,0.5,,,,,,,,,
-52,-48,-57,-61,-64,-62,-62,-56,1.5,0.5,,,,,,,,,
-51,-49,-56,-58,-65,-82,-74,-56,1.5,0.5,,,,,,,,,
-64,-71,-60,-59,-69,-62,-59,-57,1.5,0.5,,,,,,,,,
-52,-48,-57,-60,-65,-67,-62,-57,1.5,0.5,,,,,,,,,
-51,-49,-56,-68,-68,-67,-59,-56,1.5,0.5,,,,,,,,,
-64,-69,-60,-68,-68,-62,-62,-57,1.5,0.5,,,,,,,,,
-53,-48,-57,-59,-64,-69,-74,-59,1.5,0.5,,,,,,,,,
-51,-49,-56,-61,-66,-66,-60,-57,1.5,0.5,,,,,,,,,
-56,-69,-59,-69,-69,-62,-63,-57,1.5,0.5,,,,,,,,,
-52,-48,-57,-59,-64,-67,-73,-56,1.5,0.5,,,,,,,,,
-64,-49,-55,-61,-65,-67,-59,-56,1.5,0.5,,,,,,,,,
-52,-71,-60,-71,-72,-61,-63,-57,1.5,0.5,,,,,,,,,
-51,-48,-57,-59,-64,-67,-72,-57,1.5,0.5,,,,,,,,,
-62,-49,-55,-61,-64,-84,-59,-57,1.5,0.5,,,,,,,,,
-51,-48,-57,-62,-65,-61,-62,-57,1.5,0.5,,,,,,,,,
-51,-69,-58,-68,-68,-62,-62,-56,1.5,0.5,,,,,,,,,
-64,-48,-56,-60,-64,-62,-63,-57,1.5,0.5,,,,,,,,,
-64,-49,-59,-60,-65,-65,-74,-57,1.5,0.5,,,,,,,,,
-49,-69,-57,-68,-68,-82,-63,-57,1.5,0.5,,,,,,,,,
-51,-48,-58,-61,-63,-61,-76,-57,1.5,0.5,,,,,,,,,
-64,-49,-59,-61,-65,-66,-59,-57,1.5,0.5,,,,,,,,,
-54,-49,-59,-74,-64,-61,-62,-58,1.5,0.5,,,,,,,,,
-51,-48,-58,-60,-62,-62,-62,-55,1.5,0.5,,,,,,,,,
-63,-49,-56,-62,-66,-69,-59,-56,1.5,0.5,,,,,,,,,
-55,-76,-59,-59,-62,-80,-63,-58,1.5,0.5,,,,,,,,,
-51,-75,-55,-62,-64,-61,-76,-56,1.5,0.5,,,,,,,,,
-51,-48,-55,-65,-66,-67,-59,-56,1.5,0.5,,,,,,,,,
-52,-49,-59,-61,-67,-76,-59,-58,1.5,0.5,,,,,,,,,
-51,-49,-58,-61,-66,-62,-63,-56,1.5,0.5,,,,,,,,,
-49,-49,-56,-75,-65,-68,-59,-57,1.5,0.5,,,,,,,,,
-50,-48,-55,-61,-65,-62,-80,-55,1.5,0.5,,,,,,,,,
-51,-49,-56,-70,-76,-66,-59,-55,1.5,0.5,,,,,,,,,
-65,-68,-62,-61,-62,-62,-61,-59,1.5,0.5,,,,,,,,,
-52,-48,-55,-60,-68,-61,-77,-57,1.5,0.5,,,,,,,,,
-51,-49,-62,-68,-71,-66,-59,-57,1.5,0.5,,,,,,,,,
-59,-68,-62,-62,-62,-73,-66,-59,1.5,0.5,,,,,,,,,
-51,-48,-57,-61,-65,-62,-72,-57,1.5,0.5,,,,,,,,,
-51,-49,-57,-77,-68,-67,-61,-55,1.5,0.5,,,,,,,,,
-62,-73,-64,-62,-63,-77,-63,-58,1.5,0.5,,,,,,,,,
-51,-48,-55,-60,-62,-61,-81,-58,1.5,0.5,,,,,,,,,
-61,-47,-61,-62,-71,-69,-64,-59,1.5,0.5,,,,,,,,,
-51,-48,-56,-61,-64,-62,-82,-58,1.5,0.5,,,,,,,,,
-51,-70,-56,-63,-66,-72,-62,-59,1.5,0.5,,,,,,,,,
-63,-48,-64,-67,-62,-71,-61,-56,1.5,0.5,,,,,,,,,
-51,-49,-56,-56,-62,-65,-81,-57,1.5,0.5,,,,,,,,,
-50,-76,-57,-61,-72,-75,-60,-57,1.5,0.5,,,,,,,,,
-61,-48,-61,-61,-61,-61,-63,-58,1.5,0.5,,,,,,,,,
-51,-49,-56,-81,-67,-62,-76,-59,1.5,0.5,,,,,,,,,
-50,-67,-56,-60,-71,-66,-60,-58,1.5,0.5,,,,,,,,,
-63,-48,-60,-61,-69,-75,-64,-61,1.5,0.5,,,,,,,,,
-56,-49,-56,-84,-63,-62,-65,-56,1.5,0.5,,,,,,,,,
-51,-68,-57,-59,-66,-66,-80,-59,1.5,0.5,,,,,,,,,
-62,-49,-55,-66,-65,-61,-61,-56,1.5,0.5,,,,,,,,,
-51,-48,-54,-58,-66,-65,-60,-58,1.5,0.5,,,,,,,,,
-51,-49,-56,-60,-67,-61,-62,-61,1.5,0.5,,,,,,,,,
-50,-48,-57,-55,-66,-75,-61,-57,1.5,0.5,,,,,,,,,
-62,-48,-57,-59,-64,-60,-62,-60,1.5,0.5,,,,,,,,,
-61,-67,-57,-68,-62,-61,-75,-58,1.5,0.5,,,,,,,,,
-49,-71,-57,-58,-66,-64,-73,-57,1.5,0.5,,,,,,,,,
-60,-49,-61,-61,-65,-61,-60,-61,1.5,0.5,,,,,,,,,
-50,-49,-57,-58,-66,-65,-60,-57,1.5,0.5,,,,,,,,,
-60,-49,-61,-61,-65,-61,-64,-60,1.5,0.5,,,,,,,,,
-51,-71,-57,-67,-61,-65,-76,-57,1.5,0.5,,,,,,,,,
-50,-52,-57,-58,-66,-73,-60,-57,1.5,0.5,,,,,,,,,
-60,-49,-57,-61,-65,-61,-63,-60,1.5,0.5,,,,,,,,,
-51,-49,-57,-66,-61,-65,-63,-57,1.5,0.5,,,,,,,,,
-50,-69,-57,-58,-66,-73,-60,-57,1.5,0.5,,,,,,,,,
-61,-48,-61,-61,-65,-73,-63,-60,1.5,0.5,,,,,,,,,
-51,-49,-57,-67,-65,-65,-63,-57,1.5,0.5,,,,,,,,,
-50,-69,-57,-58,-66,-61,-78,-59,1.5,0.5,,,,,,,,,
-61,-48,-57,-62,-66,-64,-61,-60,1.5,0.5,,,,,,,,,
-51,-49,-61,-66,-66,-74,-62,-58,1.5,0.5,,,,,,,,,
-51,-48,-57,-61,-66,-61,-61,-57,1.5,0.5,,,,,,,,,
-51,-49,-57,-61,-66,-65,-62,-55,1.5,0.5,,,,,,,,,
-51,-48,-61,-61,-66,-61,-80,-60,1.5,0.5,,,,,,,,,
-52,-49,-56,-66,-66,-65,-61,-57,1.5,0.5,,,,,,,,,
-52,-51,-63,-77,-69,-63,-66,-58,1.5,1,,,,,,,,,
-63,-47,-70,-58,-61,-63,-65,-59,1.5,1,,,,,,,,,
-50,-48,-74,-71,-65,-58,-64,-59,1.5,1,,,,,,,,,
-52,-51,-63,-80,-69,-70,-65,-59,1.5,1,,,,,,,,,
-68,-47,-64,-59,-59,-62,-67,-55,1.5,1,,,,,,,,,
-50,-47,-69,-68,-66,-58,-65,-60,1.5,1,,,,,,,,,
-52,-50,-63,-83,-70,-70,-66,-61,1.5,1,,,,,,,,,
-50,-48,-64,-69,-70,-58,-62,-62,1.5,1,,,,,,,,,
-52,-54,-67,-80,-70,-70,-66,-63,1.5,1,,,,,,,,,
-62,-51,-72,-68,-61,-63,-63,-61,1.5,1,,,,,,,,,
-50,-47,-63,-69,-65,-58,-65,-59,1.5,1,,,,,,,,,
-51,-51,-64,-58,-70,-69,-66,-63,1.5,1,,,,,,,,,
-61,-48,-72,-68,-61,-63,-69,-59,1.5,1,,,,,,,,,
-50,-48,-62,-77,-64,-58,-67,-59,1.5,1,,,,,,,,,
-63,-47,-65,-68,-62,-63,-65,-58,1.5,1,,,,,,,,,
-50,-54,-63,-72,-64,-58,-65,-55,1.5,1,,,,,,,,,
-50,-47,-64,-71,-65,-63,-61,-60,1.5,1,,,,,,,,,
-46,-51,-64,-69,-70,-62,-65,-58,1.5,1,,,,,,,,,
-65,-50,-70,-58,-69,-58,-69,-57,1.5,1,,,,,,,,,
-50,-47,-65,-67,-62,-67,-66,-60,1.5,1,,,,,,,,,
-50,-52,-63,-72,-64,-55,-67,-55,1.5,1,,,,,,,,,
-64,-51,-69,-59,-70,-69,-63,-58,1.5,1,,,,,,,,,
-50,-47,-66,-70,-60,-68,-67,-60,1.5,1,,,,,,,,,
-46,-48,-63,-58,-65,-63,-67,-55,1.5,1,,,,,,,,,
-61,-52,-69,-67,-68,-69,-63,-59,1.5,1,,,,,,,,,
-50,-47,-65,-74,-60,-63,-67,-59,1.5,1,,,,,,,,,
-51,-51,-64,-58,-65,-58,-70,-55,1.5,1,,,,,,,,,
-66,-51,-69,-67,-68,-58,-63,-59,1.5,1,,,,,,,,,
-50,-48,-65,-67,-66,-69,-69,-59,1.5,1,,,,,,,,,
-51,-51,-64,-75,-65,-63,-67,-57,1.5,1,,,,,,,,,
-50,-47,-65,-75,-65,-68,-67,-55,1.5,1,,,,,,,,,
-50,-51,-64,-58,-68,-63,-66,-57,1.5,1,,,,,,,,,
-51,-51,-69,-58,-68,-68,-69,-59,1.5,1,,,,,,,,,
-61,-48,-65,-74,-60,-68,-67,-55,1.5,1,,,,,,,,,
-50,-50,-64,-58,-68,-58,-69,-57,1.5,1,,,,,,,,,
-61,-47,-65,-74,-65,-63,-67,-58,1.5,1,,,,,,,,,
-49,-55,-64,-58,-66,-58,-70,-59,1.5,1,,,,,,,,,
-61,-47,-66,-74,-65,-63,-66,-55,1.5,1,,,,,,,,,
-49,-55,-65,-58,-67,-63,-66,-58,1.5,1,,,,,,,,,
-61,-47,-69,-74,-65,-69,-66,-58,1.5,1,,,,,,,,,
-49,-51,-64,-58,-66,-63,-66,-59,1.5,1,,,,,,,,,
-51,-51,-69,-58,-60,-69,-69,-56,1.5,1,,,,,,,,,
-61,-47,-65,-67,-66,-64,-64,-58,1.5,1,,,,,,,,,
-49,-51,-64,-58,-60,-58,-66,-56,1.5,1,,,,,,,,,
-51,-51,-64,-67,-65,-69,-69,-56,1.5,1,,,,,,,,,
-60,-48,-65,-73,-66,-64,-66,-58,1.5,1,,,,,,,,,
-50,-51,-64,-58,-60,-58,-66,-56,1.5,1,,,,,,,,,
-54,-51,-64,-76,-65,-69,-69,-56,1.5,1,,,,,,,,,
-59,-48,-64,-58,-68,-63,-67,-59,1.5,1,,,,,,,,,
-49,-51,-70,-66,-60,-58,-67,-59,1.5,1,,,,,,,,,
-65,-51,-65,-58,-68,-63,-67,-55,1.5,1,,,,,,,,,
-49,-48,-64,-58,-65,-63,-67,-58,1.5,1,,,,,,,,,
-51,-48,-65,-66,-65,-70,-72,-58,1.5,1,,,,,,,,,
-63,-48,-65,-80,-67,-63,-67,-59,1.5,1,,,,,,,,,
-51,-50,-64,-58,-67,-63,-69,-55,1.5,1,,,,,,,,,
-59,-47,-65,-66,-65,-69,-71,-55,1.5,1,,,,,,,,,
-51,-51,-64,-58,-60,-58,-67,-55,1.5,1,,,,,,,,,
-51,-48,-70,-67,-64,-58,-71,-58,1.5,1,,,,,,,,,
-60,-51,-64,-57,-68,-69,-66,-59,1.5,1,,,,,,,,,
-51,-51,-64,-57,-61,-63,-71,-55,1.5,1,,,,,,,,,
-51,-47,-65,-76,-65,-70,-63,-54,1.5,1,,,,,,,,,
-49,-51,-65,-67,-61,-58,-70,-55,1.5,1,,,,,,,,,
-51,-48,-64,-77,-65,-63,-63,-58,1.5,1,,,,,,,,,
-49,-51,-70,-67,-68,-58,-69,-55,1.5,1,,,,,,,,,
-51,-50,-65,-77,-66,-68,-63,-58,1.5,1,,,,,,,,,
-49,-48,-65,-77,-67,-58,-66,-55,1.5,1,,,,,,,,,
-51,-51,-65,-57,-60,-69,-63,-58,1.5,1,,,,,,,,,
-51,-48,-64,-67,-67,-62,-71,-55,1.5,1,,,,,,,,,
-51,-51,-65,-58,-66,-68,-63,-60,1.5,1,,,,,,,,,
-51,-48,-72,-69,-68,-58,-69,-57,1.5,1,,,,,,,,,
-50,-51,-64,-58,-67,-71,-63,-58,1.5,1,,,,,,,,,
-60,-51,-64,-68,-69,-63,-64,-57,1.5,1,,,,,,,,,
-52,-48,-69,-70,-71,-63,-66,-58,1.5,1,,,,,,,,,
-52,-51,-63,-58,-60,-58,-62,-57,1.5,1,,,,,,,,,
-50,-51,-63,-68,-73,-58,-66,-57,1.5,1,,,,,,,,,
-53,-50,-63,-58,-61,-63,-63,-58,1.5,1,,,,,,,,,
-60,-48,-63,-69,-70,-64,-65,-57,1.5,1,,,,,,,,,
-52,-51,-65,-77,-71,-72,-66,-59,1.5,1,,,,,,,,,
-53,-51,-63,-58,-61,-63,-62,-56,1.5,1,,,,,,,,,
-50,-47,-63,-70,-66,-58,-65,-59,1.5,1,,,,,,,,,
-52,-51,-68,-75,-71,-74,-68,-59,1.5,1,,,,,,,,,
-61,-50,-66,-57,-60,-63,-61,-55,1.5,1,,,,,,,,,
-50,-51,-66,-69,-67,-58,-65,-59,1.5,1,,,,,,,,,
-52,-47,-69,-77,-74,-72,-71,-58,1.5,1,,,,,,,,,
-52,-47,-65,-58,-65,-63,-62,-56,1.5,1,,,,,,,,,
-50,-51,-65,-67,-65,-58,-63,-58,1.5,1,,,,,,,,,
-52,-51,-66,-58,-61,-65,-67,-59,1.5,1,,,,,,,,,
-61,-51,-62,-68,-73,-59,-72,-59,1.5,1,,,,,,,,,
-52,-51,-63,-58,-61,-64,-61,-56,1.5,1,,,,,,,,,
-50,-51,-62,-68,-65,-59,-68,-56,1.5,1,,,,,,,,,
-52,-47,-68,-70,-70,-60,-67,-59,1.5,1,,,,,,,,,
-52,-51,-63,-58,-68,-72,-62,-58,1.5,1,,,,,,,,,
-61,-50,-69,-67,-74,-57,-65,-59,1.5,1,,,,,,,,,
-52,-47,-68,-58,-77,-58,-64,-59,1.5,1,,,,,,,,,
-60,-51,-63,-72,-61,-70,-62,-60,1.5,1,,,,,,,,,
-61,-52,-67,-70,-74,-58,-65,-56,1.5,1,,,,,,,,,
-51,-54,-68,-60,-62,-57,-66,-60,1.5,1,,,,,,,,,
-52,-51,-65,-75,-68,-63,-61,-60,1.5,1,,,,,,,,,
-59,-51,-73,-61,-75,-57,-65,-57,1.5,1,,,,,,,,,
-50,-47,-70,-76,-75,-77,-61,-58,1.5,1,,,,,,,,,
-52,-51,-64,-76,-63,-64,-61,-56,1.5,1,,,,,,,,,
-52,-52,-73,-71,-70,-63,-65,-58,1.5,1,,,,,,,,,
-50,-51,-70,-61,-71,-78,-61,-60,1.5,1,,,,,,,,,
-60,-51,-72,-72,-71,-77,-66,-58,1.5,1,,,,,,,,,
-52,-47,-68,-60,-64,-63,-61,-60,1.5,1,,,,,,,,,
-60,-47,-72,-60,-72,-57,-66,-60,1.5,1,,,,,,,,,
-50,-51,-68,-71,-72,-78,-67,-58,1.5,1,,,,,,,,,
-59,-51,-75,-80,-72,-63,-69,-56,1.5,1,,,,,,,,,
-59,-51,-74,-71,-73,-79,-66,-58,1.5,1,,,,,,,,,
-50,-51,-69,-61,-63,-63,-61,-58,1.5,1,,,,,,,,,
-51,-51,-65,-79,-71,-63,-66,-60,1.5,1,,,,,,,,,
-59,-51,-68,-66,-67,-71,-66,-56,1.5,1,,,,,,,,,
-59,-50,-66,-56,-65,-62,-61,-57,1.5,1,,,,,,,,,
-52,-45,-63,-57,-67,-63,-64,-57,1.5,1,,,,,,,,,
-61,-51,-64,-73,-69,-76,-65,-58,1.5,1,,,,,,,,,
-61,-50,-64,-58,-61,-64,-61,-59,1.5,1,,,,,,,,,
-50,-47,-64,-58,-66,-65,-68,-57,1.5,1,,,,,,,,,
-59,-51,-68,-72,-73,-60,-67,-57,1.5,1,,,,,,,,,
-50,-50,-65,-58,-60,-63,-61,-57,1.5,1,,,,,,,,,
-52,-48,-63,-58,-68,-60,-68,-57,1.5,1,,,,,,,,,
-60,-51,-69,-69,-71,-70,-69,-56,1.5,1,,,,,,,,,
-50,-51,-67,-76,-61,-64,-62,-60,1.5,1,,,,,,,,,
-55,-51,-65,-58,-67,-57,-66,-57,1.5,1,,,,,,,,,
-60,-51,-63,-68,-73,-69,-64,-56,1.5,1,,,,,,,,,
-50,-47,-65,-72,-61,-64,-60,-61,1.5,1,,,,,,,,,
-50,-47,-63,-58,-68,-58,-66,-57,1.5,1,,,,,,,,,
-61,-52,-68,-69,-61,-72,-68,-57,1.5,1,,,,,,,,,
-50,-50,-64,-69,-65,-64,-62,-61,1.5,1,,,,,,,,,
-52,-47,-64,-58,-69,-57,-67,-57,1.5,1,,,,,,,,,
-61,-55,-68,-68,-61,-73,-65,-58,1.5,1,,,,,,,,,
-50,-51,-68,-73,-61,-63,-63,-60,1.5,1,,,,,,,,,
-52,-48,-64,-58,-68,-58,-67,-57,1.5,1,,,,,,,,,
-61,-54,-68,-68,-60,-58,-68,-58,1.5,1,,,,,,,,,
-50,-51,-65,-71,-62,-63,-62,-60,1.5,1,,,,,,,,,
-52,-47,-63,-58,-67,-58,-62,-57,1.5,1,,,,,,,,,
-60,-51,-68,-69,-67,-73,-59,-57,1.5,1,,,,,,,,,
-52,-48,-64,-71,-61,-63,-67,-57,1.5,1,,,,,,,,,
-52,-47,-63,-57,-65,-63,-67,-57,1.5,1,,,,,,,,,
-64,-51,-69,-68,-71,-58,-62,-57,1.5,1,,,,,,,,,
-50,-51,-65,-72,-61,-63,-67,-58,1.5,1,,,,,,,,,
-52,-47,-63,-58,-71,-63,-67,-57,1.5,1,,,,,,,,,
-64,-51,-69,-68,-61,-73,-67,-58,1.5,1,,,,,,,,,
-50,-51,-69,-72,-61,-63,-67,-58,1.5,1,,,,,,,,,
-52,-47,-63,-68,-72,-58,-68,-57,1.5,1,,,,,,,,,
-50,-51,-70,-73,-62,-72,-63,-58,1.5,1,,,,,,,,,
-52,-50,-65,-58,-60,-64,-66,-56,1.5,1,,,,,,,,,
-61,-54,-69,-68,-62,-71,-63,-58,1.5,1,,,,,,,,,
-52,-50,-63,-58,-75,-58,-67,-56,1.5,1,,,,,,,,,
-50,-51,-64,-72,-73,-72,-63,-58,1.5,1,,,,,,,,,
-50,-48,-63,-58,-61,-64,-66,-57,1.5,1,,,,,,,,,
-50,-51,-64,-73,-67,-69,-66,-58,1.5,1,,,,,,,,,
-52,-48,-64,-58,-61,-62,-62,-56,1.5,1,,,,,,,,,
-51,-51,-63,-57,-65,-58,-67,-57,1.5,1,,,,,,,,,
-50,-51,-71,-68,-70,-68,-66,-57,1.5,1,,,,,,,,,
-50,-47,-64,-60,-61,-62,-62,-56,1.5,1,,,,,,,,,
-49,-51,-63,-70,-64,-58,-66,-58,1.5,1,,,,,,,,,
-50,-51,-66,-75,-72,-70,-69,-58,1.5,1,,,,,,,,,
-49,-51,-63,-57,-61,-63,-63,-56,1.5,1,,,,,,,,,
-63,-51,-64,-67,-69,-70,-66,-59,1.5,1,,,,,,,,,
-52,-50,-63,-60,-61,-63,-62,-57,1.5,1,,,,,,,,,
-60,-47,-71,-68,-67,-58,-66,-58,1.5,1,,,,,,,,,
-52,-50,-63,-60,-73,-63,-62,-58,1.5,1,,,,,,,,,
-61,-51,-62,-67,-61,-58,-65,-58,1.5,1,,,,,,,,,
-50,-50,-64,-66,-65,-70,-66,-56,1.5,1,,,,,,,,,
-52,-50,-63,-59,-62,-64,-62,-59,1.5,1,,,,,,,,,
-52,-47,-63,-68,-70,-58,-65,-57,1.5,1,,,,,,,,,
-50,-51,-69,-68,-72,-67,-66,-57,1.5,1,,,,,,,,,
-52,-52,-63,-67,-67,-58,-65,-56,1.5,1,,,,,,,,,
-50,-51,-68,-58,-73,-67,-63,-57,1.5,1,,,,,,,,,
-52,-47,-64,-70,-61,-64,-65,-57,1.5,1,,,,,,,,,
-54,-51,-63,-68,-61,-68,-66,-57,1.5,1,,,,,,,,,
-50,-52,-69,-60,-71,-68,-67,-57,1.5,1,,,,,,,,,
-52,-51,-64,-69,-62,-64,-62,-57,1.5,1,,,,,,,,,
-61,-47,-71,-68,-62,-58,-66,-60,1.5,1,,,,,,,,,
-50,-51,-64,-60,-72,-72,-67,-57,1.5,1,,,,,,,,,
-49,-49,-64,-70,-62,-65,-63,-57,1.5,1,,,,,,,,,
-61,-51,-64,-66,-67,-58,-64,-60,1.5,1,,,,,,,,,
-50,-50,-64,-66,-72,-68,-67,-60,1.5,1,,,,,,,,,
-51,-51,-64,-70,-62,-64,-63,-56,1.5,1,,,,,,,,,
-61,-51,-69,-66,-69,-71,-67,-61,1.5,1,,,,,,,,,
-52,-51,-65,-70,-62,-64,-63,-57,1.5,1,,,,,,,,,
-61,-47,-65,-70,-68,-57,-67,-58,1.5,1,,,,,,,,,
-50,-51,-70,-58,-70,-68,-67,-60,1.5,1,,,,,,,,,
-52,-50,-65,-70,-68,-63,-62,-57,1.5,1,,,,,,,,,
-61,-47,-65,-59,-71,-58,-67,-58,1.5,1,,,,,,,,,
-50,-51,-69,-59,-62,-58,-67,-60,1.5,1,,,,,,,,,
-52,-51,-64,-69,-70,-64,-62,-57,1.5,1,,,,,,,,,
-61,-47,-64,-58,-68,-58,-67,-58,1.5,1,,,,,,,,,
-53,-51,-64,-68,-62,-64,-62,-55,1.5,1,,,,,,,,,
-52,-47,-65,-66,-69,-57,-63,-58,1.5,1,,,,,,,,,
-50,-52,-68,-60,-71,-72,-66,-61,1.5,1,,,,,,,,,
-51,-50,-65,-71,-67,-63,-62,-61,1.5,1,,,,,,,,,
-52,-47,-64,-69,-63,-64,-63,-60,1.5,1,,,,,,,,,
-50,-48,-68,-61,-69,-71,-66,-57,1.5,1,,,,,,,,,
-52,-51,-64,-69,-62,-63,-68,-58,1.5,1,,,,,,,,,
-52,-47,-64,-64,-62,-63,-62,-58,1.5,1,,,,,,,,,
-61,-51,-70,-61,-70,-58,-68,-61,1.5,1,,,,,,,,,
-50,-51,-65,-69,-68,-63,-68,-57,1.5,1,,,,,,,,,
-52,-47,-64,-67,-67,-58,-62,-61,1.5,1,,,,,,,,,
-60,-51,-69,-59,-72,-77,-69,-61,1.5,1,,,,,,,,,
-50,-50,-65,-66,-61,-63,-63,-56,1.5,1,,,,,,,,,
-52,-47,-65,-71,-68,-70,-66,-61,1.5,1,,,,,,,,,
-61,-52,-69,-59,-77,-66,-67,-61,1.5,1,,,,,,,,,
-50,-51,-70,-69,-62,-63,-63,-53,1.5,1,,,,,,,,,
-51,-47,-64,-67,-74,-58,-67,-58,1.5,1,,,,,,,,,
-50,-51,-70,-71,-75,-64,-62,-57,1.5,1,,,,,,,,,
-61,-47,-63,-65,-69,-58,-66,-62,1.5,1,,,,,,,,,
-50,-51,-71,-58,-72,-71,-66,-61,1.5,1,,,,,,,,,
-52,-51,-64,-72,-61,-63,-63,-58,1.5,1,,,,,,,,,
-61,-48,-66,-64,-61,-70,-67,-62,1.5,1,,,,,,,,,
-50,-51,-72,-58,-74,-64,-67,-60,1.5,1,,,,,,,,,
-52,-51,-65,-69,-61,-58,-63,-58,1.5,1,,,,,,,,,
-62,-47,-64,-68,-69,-71,-67,-58,1.5,1,,,,,,,,,
-50,-52,-64,-65,-73,-63,-67,-57,1.5,1,,,,,,,,,
-61,-48,-71,-67,-63,-74,-65,-58,1.5,1,,,,,,,,,
-50,-55,-66,-61,-72,-73,-64,-59,1.5,1,,,,,,,,,
-69,-47,-65,-65,-65,-58,-66,-59,1.5,1,,,,,,,,,
-50,-51,-64,-67,-75,-72,-66,-57,1.5,1,,,,,,,,,
-53,-51,-65,-59,-61,-58,-67,-60,1.5,1,,,,,,,,,
-53,-54,-64,-70,-61,-72,-67,-60,1.5,1,,,,,,,,,
